block_group,tract,county,state,area_block_group,medincome_block_group,race_total_block_group,race_white_block_group,race_black_block_group,race_asian_block_group,hisp_total_block_group,hisp_yes_block_group,hisp_yes_black_block_group,hisp_yes_white_block_group,hisp_yes_asian_block_group,hisp_no_black_block_group,hisp_no_white_block_group,hisp_no_asian_block_group,grip4_block_group_dens_m_km2
"060530013001",Census Tract 13,Monterey County,California,917834.614390779,25828,2565,1265,75,110,2565,2226,15,1070,0,54,163,105,8768.02835480028
"060952526063",Census Tract 2526.06,Solano County,California,368408.823244472,71250,2395,1246,428,221,2395,1483,0,853,0,335,263,191,7342.89191621646
"060374300023",Census Tract 4300.02,Los Angeles County,California,272220.119450852,71985,1241,940,162,68,1241,490,0,389,0,132,521,68,5532.88270678389
"060375353001",Census Tract 5353,Los Angeles County,California,125535.852057558,41694,976,202,0,0,976,976,0,191,0,0,0,0,8224.3659971516
"060710118001",Census Tract 118,San Bernardino County,California,20068625.1465639,44648,1419,1236,205,0,1419,532,0,532,0,183,635,0,460.965940359082
"060730193031",Census Tract 193.03,San Diego County,California,4155641.86226548,100333,2297,2007,150,210,2297,574,0,458,0,51,1388,54,3071.07684801085
"060855113011",Census Tract 5113.01,Santa Clara County,California,450625.456813178,80625,2572,1945,331,461,2572,195,0,104,0,154,1597,331,4000.28326216104
"060855120262",Census Tract 5120.26,Santa Clara County,California,663722.4310166,133875,1925,824,171,669,1925,643,0,296,0,72,430,669,3445.72670409521
"060372756031",Census Tract 2756.03,Los Angeles County,California,426300.238382897,77938,922,634,79,128,922,368,0,248,0,40,347,128,983.223802114092
"060372969021",Census Tract 2969.02,Los Angeles County,California,185421.68314523,57593,1374,940,255,40,1374,666,0,404,0,103,333,40,0
"060374062003",Census Tract 4062,Los Angeles County,California,632977.722789397,54638,2833,1061,332,722,2833,1513,0,725,25,283,330,697,5854.40230912276
"060374076012",Census Tract 4076.01,Los Angeles County,California,272103.67930872,45417,1687,630,35,178,1687,1461,0,608,9,35,22,169,3161.86596954749
"060670090112",Census Tract 90.11,Sacramento County,California,3528854.03778383,101250,1864,1188,196,414,1864,340,0,259,0,187,878,381,3245.76970203563
"060379800151",Census Tract 9800.15,Los Angeles County,California,5357569.61448252,54167,556,208,277,71,556,105,0,76,0,228,84,71,1214.93409006737
"060014095001",Census Tract 4095,Alameda County,California,507421.686356103,30762,1795,357,689,43,1795,913,13,200,0,628,118,8,1631.27976212036
"060170304014",Census Tract 304.01,El Dorado County,California,599289.104786237,48467,880,616,9,62,880,332,0,139,0,9,477,62,2366.49366424609
"060650451241",Census Tract 451.24,Riverside County,California,61711676.7903362,54455,2403,2066,61,280,2403,723,0,678,0,20,1341,272,312.474300235501
"060377013041",Census Tract 7013.04,Los Angeles County,California,750790.398618924,250001,1727,1414,0,361,1727,32,0,32,0,0,1315,313,793.785933322061
"060650433044",Census Tract 433.04,Riverside County,California,8217777.35677002,49120,1435,1356,2,0,1435,74,0,0,0,2,1288,0,860.02131770584
"060290057001",Census Tract 57,Kern County,California,877186196.275474,75027,2906,2423,391,190,2906,453,13,278,10,217,1910,67,37.1356883041696
"060375326062",Census Tract 5326.06,Los Angeles County,California,116334.724748924,33304,1845,1398,0,0,1845,1806,0,1359,0,0,39,0,0
"060375026011",Census Tract 5026.01,Los Angeles County,California,704913.109020824,87083,2105,1136,46,61,2105,1953,0,971,0,46,71,35,4621.55701954888
"060710100243",Census Tract 100.24,San Bernardino County,California,96805559.1024699,76967,2410,2212,129,48,2410,810,0,747,0,93,1411,30,142.773895227757
"060050004013",Census Tract 4.01,Amador County,California,10663162.4282407,50188,1686,1682,0,9,1686,147,0,109,0,0,1518,0,1214.24400292213
"060855124012",Census Tract 5124.01,Santa Clara County,California,21842195.1767969,84637,1692,1436,10,21,1692,936,0,739,0,10,661,21,475.66860622915
"060530116024",Census Tract 116.02,Monterey County,California,18124608.5510534,83500,1878,1659,3,249,1878,169,0,169,0,3,1332,91,345.223009359978
"060050003012",Census Tract 3.01,Amador County,California,104489219.556394,88068,4171,2588,761,114,4171,1377,30,596,13,667,1829,86,259.019305935346
"060710070003",Census Tract 70,San Bernardino County,California,787462.424563788,35805,2249,1245,284,450,2249,1222,41,690,0,243,425,359,4645.46709544575
"061110075065",Census Tract 75.06,Ventura County,California,479171.796010794,143663,1254,1111,0,24,1254,407,0,288,0,0,770,24,1956.2764999181
"060855115002",Census Tract 5115,Santa Clara County,California,430810.474846282,72500,1739,1384,27,449,1739,43,0,43,0,27,1220,287,9420.90808676834
"060670070182",Census Tract 70.18,Sacramento County,California,2296205.35176457,61115,3218,1113,533,1450,3218,540,114,178,51,323,872,1384,5549.621131438
"060770008012",Census Tract 8.01,San Joaquin County,California,2277290.66156497,57500,3975,2284,488,1104,3975,2493,9,1864,16,176,272,733,5349.32629180002
"060770043082",Census Tract 43.08,San Joaquin County,California,430378.436281539,43578,3063,1841,52,481,3063,2104,0,781,88,0,514,383,7633.28196440736
"060770050041",Census Tract 50.04,San Joaquin County,California,19199366.4909846,84803,2323,2120,34,69,2323,581,12,449,0,0,1631,40,572.33682170369
"060730027102",Census Tract 27.10,San Diego County,California,485004.441443458,43200,2745,770,983,862,2745,716,95,449,0,880,269,818,1080.93768120852
"060730200282",Census Tract 200.28,San Diego County,California,215964.172708357,36477,2162,1694,32,95,2162,1969,0,1527,0,14,102,45,1564.53444319947
"060650432422",Census Tract 432.42,Riverside County,California,1517060.37235463,94046,4194,2957,448,776,4194,1296,0,1064,0,276,1534,584,7772.91089905459
"060450105003",Census Tract 105,Mendocino County,California,1179757.00041765,67939,1467,1325,33,3,1467,384,0,245,0,33,939,3,2201.02768854447
"060014261003",Census Tract 4261,Alameda County,California,684853.687346338,250001,1062,776,144,142,1062,45,0,45,0,82,724,142,7263.80311128528
"060374033202",Census Tract 4033.20,Los Angeles County,California,1604648.88686135,114318,2342,595,84,1590,2342,362,0,220,0,84,341,1514,6140.55835245431
"060990008061",Census Tract 8.06,Stanislaus County,California,724393.332837239,63750,2047,1867,52,33,2047,596,0,543,0,52,1269,33,8152.41921845165
"060855058003",Census Tract 5058,Santa Clara County,California,349529.52780209,149911,1092,879,0,314,1092,315,0,289,0,0,463,187,1713.6145486838
"060855042012",Census Tract 5042.01,Santa Clara County,California,603191.423581506,146923,1069,884,19,151,1069,398,0,383,0,19,501,151,4663.63282563479
"060133720004",Census Tract 3720,Contra Costa County,California,180817.397794848,75982,1100,452,170,223,1100,625,0,305,0,170,96,209,1163.95225185429
"060855044221",Census Tract 5044.22,Santa Clara County,California,450332.817785771,82708,1754,185,134,1130,1754,431,0,45,27,123,97,1103,4633.47911821717
"060650449161",Census Tract 449.16,Riverside County,California,1296302.93095546,51591,1565,1375,54,32,1565,189,0,104,0,54,1271,32,11844.898121912
"060014037022",Census Tract 4037.02,Alameda County,California,74235.2990068126,85800,1370,892,258,302,1370,86,0,30,0,153,773,251,2410.04177075545
"060133361021",Census Tract 3361.02,Contra Costa County,California,353962.718306152,54273,1686,659,165,589,1686,555,0,109,0,165,377,416,1861.09748102908
"060133211021",Census Tract 3211.02,Contra Costa County,California,1279827.80969336,132279,1246,898,95,209,1246,173,0,116,0,95,769,196,4002.37480949269
"060375028011",Census Tract 5028.01,Los Angeles County,California,423741.356887154,81250,850,523,2,33,850,706,0,421,0,2,102,33,6695.84349642579
"060375541051",Census Tract 5541.05,Los Angeles County,California,179086.599613041,45743,2512,751,811,328,2512,1151,34,311,55,767,274,242,0
"060670095041",Census Tract 95.04,Sacramento County,California,2237792.10623008,54628,2361,1902,26,212,2361,1060,0,781,0,13,1005,114,7831.75810749751
"060670017003",Census Tract 17,Sacramento County,California,1077532.0635237,11488,1002,726,11,205,1002,111,0,51,0,11,662,205,4677.91285196563
"060650315015",Census Tract 315.01,Riverside County,California,236098.919243156,49167,1202,776,62,16,1202,455,20,181,0,33,559,7,1019.55548669616
"060670055081",Census Tract 55.08,Sacramento County,California,192181.575349765,47702,812,476,48,30,812,249,0,18,0,35,405,30,3216.4976305707
"060670096151",Census Tract 96.15,Sacramento County,California,461135.306850539,71167,1339,579,277,293,1339,502,0,312,0,277,267,293,10813.3660795442
"060710091121",Census Tract 91.12,San Bernardino County,California,4899852.62830368,55353,9243,6286,1829,458,9243,6400,119,5168,41,1472,835,276,5759.87981150855
"060411191004",Census Tract 1191,Marin County,California,1621533.71934782,225455,1212,1178,0,30,1212,10,0,0,0,0,1172,24,2856.34933319183
"060374033042",Census Tract 4033.04,Los Angeles County,California,2080512.63900896,98333,2761,638,25,2157,2761,303,0,169,31,0,322,2005,6599.24067668252
"060374819013",Census Tract 4819.01,Los Angeles County,California,577848.57152019,82500,1568,625,0,610,1568,671,0,250,17,0,342,555,6582.40445243581
"060830016042",Census Tract 16.04,Santa Barbara County,California,783229.726503351,,674,674,0,87,674,34,0,34,0,0,553,0,7804.28092770683
"060830029302",Census Tract 29.30,Santa Barbara County,California,2343146.39084066,132976,1576,1456,0,61,1576,334,0,238,0,0,1172,39,1395.91673391429
"060610204021",Census Tract 204.02,Placer County,California,6517610.4332437,116667,1601,1575,0,0,1601,41,0,23,0,0,1523,0,2179.58181282649
"060610207123",Census Tract 207.12,Placer County,California,744967.948720986,68990,1194,1054,0,70,1194,107,0,37,0,0,1017,70,3327.79557105787
"060610238001",Census Tract 238,Placer County,California,7953411.62365311,60443,3067,2829,79,133,3067,142,0,117,7,79,2705,126,4299.632154263
"060670075032",Census Tract 75.03,Sacramento County,California,637186.949260775,38153,1922,1412,464,42,1922,202,0,98,0,373,1223,30,5643.89979279444
"060770052061",Census Tract 52.06,San Joaquin County,California,25152885.7900345,,667,469,0,112,667,348,0,78,0,0,279,0,83.6186012366348
"060650438111",Census Tract 438.11,Riverside County,California,23063574.3139381,66607,2734,2416,48,188,2734,451,13,312,0,35,2057,162,813.334922843149
"060710114011",Census Tract 114.01,San Bernardino County,California,1264678.92709582,40938,1793,1728,0,77,1793,207,0,207,0,0,1441,41,5151.67471145137
"060730155011",Census Tract 155.01,San Diego County,California,12276285.1835287,111518,1001,949,13,90,1001,123,0,107,0,13,708,23,153.221565970564
"060190085011",Census Tract 85.01,Fresno County,California,20682601.4779467,25000,1483,1153,0,15,1483,1419,0,1097,0,0,49,15,77.5635319176707
"060650427232",Census Tract 427.23,Riverside County,California,33170775.2234249,51389,3426,2671,120,2,3426,1874,30,1211,0,61,1392,1,429.625976373005
"060133650022",Census Tract 3650.02,Contra Costa County,California,207018.745569966,42347,1271,685,101,72,1271,1023,0,588,0,90,86,72,0
"060190040013",Census Tract 40.01,Fresno County,California,345657.141933013,47066,942,662,0,0,942,803,0,523,0,0,139,0,3491.10492336868
"060014421002",Census Tract 4421,Alameda County,California,838366.10018041,192361,3203,558,0,2615,3203,48,0,48,0,0,510,2589,9897.2928960868
"060374078012",Census Tract 4078.01,Los Angeles County,California,487441.083219331,63828,2014,862,8,164,2014,1752,0,738,0,8,82,147,5257.87833609216
"060375730031",Census Tract 5730.03,Los Angeles County,California,449790.772133886,63182,1919,1134,211,381,1919,854,0,571,15,188,476,332,760.586041551763
"060372626042",Census Tract 2626.04,Los Angeles County,California,2180757.07448357,250001,1022,935,0,113,1022,57,0,36,19,0,871,66,2174.72242559993
"060372766031",Census Tract 2766.03,Los Angeles County,California,234278.261812961,77375,2003,1544,186,187,2003,235,22,113,0,155,1389,154,1623.29682960995
"060372944211",Census Tract 2944.21,Los Angeles County,California,385118.002549635,44643,1048,525,72,272,1048,496,0,272,0,61,217,248,2273.63779498127
"060590524201",Census Tract 524.20,Orange County,California,27231606.3020822,118293,6088,2244,0,3221,6088,828,0,115,0,0,2039,3131,382.86859724802
"060375401024",Census Tract 5401.02,Los Angeles County,California,298495.052811753,52656,1364,557,321,0,1364,1018,0,557,0,321,0,0,1883.8339862906
"060190083023",Census Tract 83.02,Fresno County,California,689784349.180688,38906,422,221,15,0,422,410,0,206,0,6,6,0,19.6263480496768
"060290038112",Census Tract 38.11,Kern County,California,944747.456739758,51250,880,721,0,51,880,129,0,68,0,0,643,51,4352.30273695617
"060375712005",Census Tract 5712,Los Angeles County,California,310236.356550028,139881,711,461,59,191,711,63,0,42,0,59,398,191,0
"060470017002",Census Tract 17,Merced County,California,1503887.22893344,36591,872,642,31,53,872,415,16,215,0,15,389,53,652.405743824768
"061070009002",Census Tract 9,Tulare County,California,17823051.5838646,41890,2399,1506,10,565,2399,1592,0,1073,102,10,414,364,459.049398695294
"060371959031",Census Tract 1959.03,Los Angeles County,California,151868.538204327,46471,1231,796,51,204,1231,572,0,310,0,26,395,163,2202.753134326
"060290056001",Census Tract 56,Kern County,California,44731304.2781197,55260,1196,897,171,57,1196,113,0,65,0,163,778,38,0
"060730173042",Census Tract 173.04,San Diego County,California,830240.061858465,106140,2178,1017,0,237,2178,1165,0,128,0,0,742,158,4546.57006285914
"060374631022",Census Tract 4631.02,Los Angeles County,California,1450315.60840559,81058,960,403,0,553,960,130,0,69,0,0,293,512,3394.96514920589
"060770047031",Census Tract 47.03,San Joaquin County,California,48332464.2300075,78750,2422,2228,0,155,2422,494,0,367,5,0,1710,126,102.346295214942
"060770051342",Census Tract 51.34,San Joaquin County,California,738043.48285759,63556,2297,1689,212,136,2297,966,0,615,0,212,946,80,11012.2303914663
"060770024021",Census Tract 24.02,San Joaquin County,California,1285940.83801155,40000,977,540,110,121,977,727,5,507,0,105,19,102,1275.5410566678
"060855119092",Census Tract 5119.09,Santa Clara County,California,15053256.099294,200313,2069,980,0,1064,2069,14,0,14,0,0,966,1064,515.651129148431
"060374825222",Census Tract 4825.22,Los Angeles County,California,254668.765496099,69722,824,309,0,424,824,409,0,280,0,0,10,405,10664.1862283157
"060670066001",Census Tract 66,Sacramento County,California,498624.371865991,28676,1104,435,495,208,1104,215,12,146,0,379,216,208,692.206138462317
"060855125103",Census Tract 5125.10,Santa Clara County,California,665753.09368223,90000,3098,2053,162,282,3098,2051,67,1301,0,53,645,282,5614.5718773484
"060590423321",Census Tract 423.32,Orange County,California,1695739.12803049,155227,1392,1359,0,135,1392,243,0,206,0,0,1014,33,1852.46109487449
"060371288011",Census Tract 1288.01,Los Angeles County,California,159287.482915503,57333,1655,1167,236,285,1655,437,47,211,0,76,813,211,0
"060373203004",Census Tract 3203,Los Angeles County,California,236600.805685683,37650,740,676,0,0,740,728,0,664,0,0,12,0,0
"061110076091",Census Tract 76.09,Ventura County,California,1501422.90185322,149063,2550,2252,77,213,2550,391,0,370,0,77,1834,178,6723.61572937277
"060371134212",Census Tract 1134.21,Los Angeles County,California,1875795.9348148,73403,2526,962,195,465,2526,1193,0,291,17,195,671,436,3811.99319128332
"060373025062",Census Tract 3025.06,Los Angeles County,California,701288.656860816,79514,1214,1004,23,104,1214,436,9,268,0,14,640,64,2815.38889198272
"060650419121",Census Tract 419.12,Riverside County,California,1296087.31186221,115658,2776,2066,117,643,2776,689,0,630,0,76,1281,573,6099.85183839019
"060372014012",Census Tract 2014.01,Los Angeles County,California,964190.390412525,44044,1866,798,16,167,1866,1582,0,699,10,16,99,157,4677.42840837978
"060670084023",Census Tract 84.02,Sacramento County,California,1684286.81336255,100000,2605,2469,62,169,2605,286,0,187,0,19,2058,36,5232.26968077003
"060375403003",Census Tract 5403,Los Angeles County,California,482859.008189517,,377,164,0,0,377,377,0,164,0,0,0,0,5248.9624609138
"060590992232",Census Tract 992.23,Orange County,California,494149.088139493,72847,1377,462,0,935,1377,105,0,105,0,0,328,915,4327.85870378575
"060371835101",Census Tract 1835.10,Los Angeles County,California,164582.519537802,74107,415,219,0,28,415,292,0,78,0,0,108,15,648.428748997582
"060374033243",Census Tract 4033.24,Los Angeles County,California,2162971.6539971,104767,2919,745,260,1730,2919,523,0,309,0,260,421,1683,3969.67359519376
"060730024013",Census Tract 24.01,San Diego County,California,241930.847421321,57694,1583,1200,233,183,1583,745,0,614,41,215,470,107,691.367893293457
"060375717012",Census Tract 5717.01,Los Angeles County,California,327936.520735274,47010,2157,919,446,126,2157,1520,0,665,0,342,75,116,5394.25699813058
"060014515051",Census Tract 4515.05,Alameda County,California,509990.498346006,196118,1189,1000,0,234,1189,33,0,9,0,0,914,181,9631.04569296598
"060670079035",Census Tract 79.03,Sacramento County,California,771062.752475625,87222,1016,989,0,60,1016,91,0,91,0,0,865,27,3833.4797091498
"060830002003",Census Tract 2,Santa Barbara County,California,1869807.45441034,90450,2210,1952,44,173,2210,597,0,494,0,32,1396,111,5074.86902639445
"060371312001",Census Tract 1312,Los Angeles County,California,401985.337701343,69338,1321,1031,34,64,1321,687,0,431,0,34,523,64,7282.74662418592
"060372118031",Census Tract 2118.03,Los Angeles County,California,81681.8125561573,50230,1594,176,29,1439,1594,1,0,1,0,14,99,1378,0
"060374070011",Census Tract 4070.01,Los Angeles County,California,310373.383673756,95952,982,422,9,284,982,666,0,391,0,9,27,280,6356.23810782745
"060375416031",Census Tract 5416.03,Los Angeles County,California,933611.631988312,28977,1380,875,107,21,1380,1205,0,816,0,95,59,21,428.155996096935
"060210104003",Census Tract 104,Glenn County,California,5834085.27538381,,882,746,0,0,882,385,0,271,0,0,395,0,164.124902990174
"060855018001",Census Tract 5018,Santa Clara County,California,538005.39171096,100625,1614,976,0,152,1614,989,0,373,0,0,417,135,3586.01093704985
"060133270002",Census Tract 3270,Contra Costa County,California,327737.039298605,47924,645,405,0,68,645,345,0,94,0,0,232,68,5050.72207322208
"060971530032",Census Tract 1530.03,Sonoma County,California,440567.728907492,63194,794,593,11,11,794,305,0,118,0,11,467,11,5340.81308274834
"060730165023",Census Tract 165.02,San Diego County,California,371425.083753924,40424,2501,1811,128,94,2501,1117,86,406,0,42,1248,0,3066.29961094461
"060210104006",Census Tract 104,Glenn County,California,538536.044108768,24300,385,385,0,0,385,16,0,16,0,0,349,0,1856.60247025731
"060710250001",Census Tract 250,San Bernardino County,California,2770516175.01892,53333,9086,5924,2305,1079,9086,1420,137,872,19,1703,4452,846,23.7417969786741
"060014401001",Census Tract 4401,Alameda County,California,27656314.3541467,79728,2660,1222,87,1077,2660,507,0,94,0,54,1054,979,225.807462863719
"060371415001",Census Tract 1415,Los Angeles County,California,3358501.91843842,214313,2977,2603,53,301,2977,140,0,132,0,53,2459,289,6620.5827527502
"060133141032",Census Tract 3141.03,Contra Costa County,California,889460.475362354,69922,1575,783,239,281,1575,756,0,427,0,239,299,267,5039.31770697927
"060330006002",Census Tract 6,Lake County,California,2742149.43680937,32667,942,889,0,26,942,37,0,10,0,0,879,26,5074.6708949924
"060730082001",Census Tract 82,San Diego County,California,361750.77000478,71719,962,946,8,8,962,79,0,79,0,8,867,8,1618.07421433897
"060770031062",Census Tract 31.06,San Joaquin County,California,506777.81115979,62951,1766,1117,163,315,1766,583,23,272,0,103,767,251,5000.50924971844
"060710008123",Census Tract 8.12,San Bernardino County,California,1463132.41171513,85431,948,867,12,69,948,205,0,198,0,12,662,45,3917.96765669643
"060590743001",Census Tract 743,Orange County,California,254868.511319104,38750,2188,1196,27,58,2188,2034,4,1101,0,0,85,36,0
"060190076001",Census Tract 76,Fresno County,California,68442805.592758,50469,937,772,57,94,937,577,57,391,0,0,296,24,0
"060371081041",Census Tract 1081.04,Los Angeles County,California,837277.125001432,130714,1922,1149,128,630,1922,114,8,32,0,86,1091,592,5414.2414410697
"060570005013",Census Tract 5.01,Nevada County,California,4853908.19857818,60294,1127,1127,16,31,1127,65,0,34,0,0,1062,0,1207.62822126225
"060374339011",Census Tract 4339.01,Los Angeles County,California,395217.704485721,47143,3260,1984,145,779,3260,2421,0,1842,0,25,22,779,1431.16389991642
"060376018011",Census Tract 6018.01,Los Angeles County,California,321083.093248147,35605,1863,1113,56,0,1863,1792,0,1108,0,56,5,0,2475.64629734971
"060750122012",Census Tract 122.01,San Francisco County,California,30479.2543406797,43750,1914,918,247,417,1914,659,0,228,0,178,580,417,0
"060014380001",Census Tract 4380,Alameda County,California,2094695.47069838,88424,2695,1027,143,1036,2695,849,10,350,0,133,677,998,1846.04644070899
"060372965002",Census Tract 2965,Los Angeles County,California,289491.775485813,36413,1121,591,170,39,1121,800,22,326,0,106,134,39,1679.12091928149
"060590633021",Census Tract 633.02,Orange County,California,324037.860761142,106250,903,885,4,15,903,11,0,1,0,3,874,15,0
"060590866015",Census Tract 866.01,Orange County,California,166821.398707926,49722,1719,827,383,72,1719,1001,29,472,0,354,235,72,5286.54037857889
"060552014013",Census Tract 2014.01,Napa County,California,4848685.68812101,171705,880,856,10,0,880,62,0,48,0,10,808,0,29.2914571093054
"060372943011",Census Tract 2943.01,Los Angeles County,California,473444.295246856,68281,1424,971,0,61,1424,1215,0,754,0,0,147,43,1971.25271737039
"060470022025",Census Tract 22.02,Merced County,California,7169958.79027533,58194,3007,2209,203,121,3007,1995,0,1279,0,70,688,75,1056.61985742926
"060730027022",Census Tract 27.02,San Diego County,California,427097.525878263,59932,1729,1265,237,284,1729,744,0,556,51,102,557,208,5121.6453913052
"060830029305",Census Tract 29.30,Santa Barbara County,California,297441.622412844,83750,1581,1011,49,136,1581,699,0,278,0,27,685,110,8185.83447600948
"060730192032",Census Tract 192.03,San Diego County,California,2084567.84834087,75500,1874,1624,77,86,1874,535,0,434,7,49,1130,58,3139.99775663655
"060750312022",Census Tract 312.02,San Francisco County,California,184526.501762935,79744,1994,357,364,1188,1994,353,0,100,0,357,153,1084,7890.72358638879
"060710122001",Census Tract 122,San Bernardino County,California,10248011.1363005,96250,19699,7805,4069,2848,19699,7248,43,1548,27,3033,5152,2545,1464.33577489469
"060170305053",Census Tract 305.05,El Dorado County,California,98911876.6298303,73750,922,906,0,0,922,118,0,102,0,0,778,0,127.292968399807
"060790101025",Census Tract 101.02,San Luis Obispo County,California,1864406.48742453,53778,1257,987,34,0,1257,721,0,485,0,34,502,0,4916.05131301602
"060590992393",Census Tract 992.39,Orange County,California,688311.842290668,94702,1177,914,0,236,1177,73,0,60,0,0,832,191,5284.01427136172
"060014277003",Census Tract 4277,Alameda County,California,682780.744179619,96908,1223,850,151,279,1223,259,18,50,0,98,571,88,572.083928106892
"060816010003",Census Tract 6010,San Mateo County,California,526422.42967434,107115,2641,470,63,2082,2641,493,0,197,161,55,164,1859,2402.83131309478
"060750124022",Census Tract 124.02,San Francisco County,California,197588.453872752,122198,1446,750,64,628,1446,59,0,59,0,64,633,590,3126.53644431231
"060971503031",Census Tract 1503.03,Sonoma County,California,22234024.9953034,92398,780,696,0,22,780,81,0,65,0,0,631,22,12.647876035957
"060110003004",Census Tract 3,Colusa County,California,104844884.246221,64896,1900,1480,135,41,1900,1052,0,744,0,97,659,41,364.652984183033
"060372378004",Census Tract 2378,Los Angeles County,California,237347.037623366,40819,1018,384,600,0,1018,395,0,361,0,600,23,0,0
"061110071003",Census Tract 71,Ventura County,California,430525.50268328,62961,1387,997,105,262,1387,298,0,211,22,63,699,223,1979.23558294727
"061110075071",Census Tract 75.07,Ventura County,California,4473773.91360461,152279,1994,1512,17,521,1994,69,0,18,21,17,1438,444,3215.43269914117
"061030003001",Census Tract 3,Tehama County,California,2106320913.16633,68583,2202,2098,3,30,2202,147,0,85,0,3,1957,13,69.6849143073838
"060374621002",Census Tract 4621,Los Angeles County,California,350138.104764183,56815,3285,1197,283,312,3285,2539,0,879,0,200,256,270,4787.44312796347
"060014088001",Census Tract 4088,Alameda County,California,173334.662667135,44191,1659,154,192,66,1659,1215,0,41,0,192,60,66,69.634586174394
"060730180002",Census Tract 180,San Diego County,California,530333.099465922,90106,2039,1950,54,29,2039,100,24,50,9,14,1876,12,1328.41457049562
"060710103004",Census Tract 103,San Bernardino County,California,114587676.768756,32159,762,622,28,83,762,152,0,138,0,28,484,83,0
"060670029004",Census Tract 29,Sacramento County,California,994343.422697926,63800,1146,1080,61,19,1146,407,0,315,0,0,659,0,5132.25167475969
"060710020162",Census Tract 20.16,San Bernardino County,California,819025.076584233,72760,1884,1513,93,189,1884,600,7,397,0,64,981,167,10014.4567047189
"060730078003",Census Tract 78,San Diego County,California,328949.235181239,66688,1835,1526,133,250,1835,507,0,373,0,28,1028,192,3273.51711326391
"060530141022",Census Tract 141.02,Monterey County,California,4457122.84511604,78716,468,237,87,46,468,290,0,119,0,23,118,31,3715.64021223072
"060650445201",Census Tract 445.20,Riverside County,California,27064668.001864,37188,630,614,0,0,630,138,0,122,0,0,492,0,94.24058712797
"060330007022",Census Tract 7.02,Lake County,California,5882778.27370527,27058,2216,1296,0,34,2216,998,0,60,0,0,1210,8,3931.73326863718
"060371810005",Census Tract 1810,Los Angeles County,California,792213.687488066,136016,2371,1585,19,868,2371,799,0,660,31,0,750,705,5906.77698510732
"060375326053",Census Tract 5326.05,Los Angeles County,California,225132.580931202,23454,1556,902,104,59,1556,1349,0,875,0,96,27,59,0
"060374324011",Census Tract 4324.01,Los Angeles County,California,631904.71691176,50463,2321,978,3,875,2321,1378,0,853,0,3,60,871,2073.54337637812
"060014382041",Census Tract 4382.04,Alameda County,California,348304.805171904,78529,1597,526,123,552,1597,679,0,299,0,88,159,452,8361.59181264046
"060830016044",Census Tract 16.04,Santa Barbara County,California,947432.355906498,58281,1766,1367,8,235,1766,331,0,117,0,0,1165,185,7654.74327681628
"060730029044",Census Tract 29.04,San Diego County,California,269697.665104064,22083,1221,1001,19,216,1221,227,0,167,0,19,774,201,4007.13865381692
"060170305043",Census Tract 305.04,El Dorado County,California,3951607.32221221,67222,612,599,6,14,612,47,0,44,0,1,550,10,2009.63277412953
"060170315041",Census Tract 315.04,El Dorado County,California,5305546.42053366,44231,1496,1455,0,41,1496,403,0,403,0,0,1052,41,1566.57248429957
"060250120012",Census Tract 120.01,Imperial County,California,178128.102925481,32833,969,692,8,0,969,954,0,685,0,8,0,0,7425.60299259302
"060590423262",Census Tract 423.26,Orange County,California,1501488.80393026,126000,2897,2495,67,489,2897,183,11,172,0,20,2031,371,6791.31176315309
"060133430031",Census Tract 3430.03,Contra Costa County,California,4002860.51345323,166250,2241,1841,0,539,2241,92,0,68,23,0,1602,345,2869.62995946356
"060730083352",Census Tract 83.35,San Diego County,California,282631.380511061,161083,701,259,0,520,701,53,0,53,0,0,128,442,1219.17374855628
"060372151022",Census Tract 2151.02,Los Angeles County,California,134056.637970874,80011,1618,1251,33,230,1618,303,12,150,0,9,1047,215,0
"060190062024",Census Tract 62.02,Fresno County,California,1197617.88854108,49714,1966,1383,0,76,1966,1762,0,1255,0,0,128,37,2532.5669374758
"060590422035",Census Tract 422.03,Orange County,California,2329256.07183298,90100,546,507,5,64,546,43,0,35,0,5,434,26,2448.5699526827
"060375509024",Census Tract 5509.02,Los Angeles County,California,150363.698177572,51406,1688,1000,88,106,1688,1442,0,892,0,58,55,66,0
"061110045051",Census Tract 45.05,Ventura County,California,550931.249878434,59784,2258,1933,37,57,2258,1979,0,1788,0,37,145,57,4362.81082815425
"060371172011",Census Tract 1172.01,Los Angeles County,California,403719.995072806,43689,3566,1646,270,485,3566,2663,0,1178,0,59,314,405,1322.35845960145
"060375338061",Census Tract 5338.06,Los Angeles County,California,986095.085277074,39104,2678,2236,121,24,2678,2524,0,2207,0,121,9,24,2270.07096052709
"060070017042",Census Tract 17.04,Butte County,California,11146141.0708966,36786,771,771,0,0,771,71,0,71,0,0,659,0,284.434764184828
"060650302001",Census Tract 302,Riverside County,California,2564555.29693092,85074,1192,1021,82,138,1192,182,11,154,0,51,786,100,3320.10250963954
"060430003022",Census Tract 3.02,Mariposa County,California,72295234.6728622,78333,916,880,0,0,916,36,0,0,0,0,864,0,44.3544987306856
"060710001081",Census Tract 1.08,San Bernardino County,California,1781067.19923467,116591,1641,1079,0,399,1641,586,0,366,0,0,631,399,2439.23161126617
"060390001022",Census Tract 1.02,Madera County,California,35361655.1147061,51992,585,496,0,43,585,33,0,21,0,0,445,43,273.536406443507
